ID,News_Title,News_Text,Label
314,AGRICULTURE DEPARTMENT ISSUES ADVISORY FOR COTTON GROWERS ACROSS PUNJAB,New cotton boll formation is in process so farmers are advised to avoid water application at this stage,Real
315,MADE IN PAKISTAN CULTURE TO BE NURTURED TO BOOST EXPORTS PMS ADVISER,The adviser said the countrys trade deficit was increasing every day due to deindustrialization as the industries were being closed down He said the previous governments did not planned seriously to promote exports and industrialization,Real
316,PMDESIGNATE IMRAN CHAMPIONS BANISHING VIP CULTURE,PTI chairman assured that all ministers will abide by his SOP Standard operating procedure of taking protocols Imran Khan has preferred to reside at Speakers house refusing the opportunity of living in the prime minister house,Real
317,AGRICULTURE COUNCIL GRANTED FINANCIAL SUPPORT FOR 29 VENTURES,28 ventures were offered for assessment and sanction from Board meeting of ALP All the projects were granted permission for the agricultural expansion in Pakistan,Real
318,MINISTER HAILS CABINET APPROVAL OF PAKISTANS FIRSTEVER FILM CULTURE POLICY,Former premier Nawaz Sharif constituted a committee comprising Senator Pervaiz Rashid Attaul Haq Qasmi Jamal Shah Fauzia Saeed and other experts on culture She said the new generation was alienated from the countrys culture civilization and traditions,Real
319,FEDERAL CABINET APPROVES POLICIES ON INTERNAL SECURITY TRANSPORT FILMS CULTURE,The meeting chaired by Prime Minister Shahid Khaqan Abbasi in Islamabad ratified the decisions taken by the Economic Coordination Committee Decisions of the Cabinet Committee on energy taken during its meetings held on May 7891011 and 14 were also ratified,Real
320,PAKISTANS AGRICULTURE SECTOR SEES HIGHEST GROWTH IN 13 YEARS,The growth in agriculture sector is the highest in the past 13 years Growth in subsectors important crops other crops and cotton ginning registered a significant growth of 357pc 333pc and 872pc Some major crops surpassed their production targets,Real
321,PAKISTAN KEEN TO EXPAND COOPERATION WITH CHINA IN FILM MEDIA CULTURE AND HERITAGE,Pakistan cherishes its unique ties with allweather and timetested friend she said in a meeting with Ambassador of China to Pakistan Yao Jing,Real
322,MEDIA HAS IMPORTANT ROLE TO FOSTER INCLUSIVE CULTURE FOR DISABLED PEOPLE MARRIYUM,MNAs Tahira Aurangzeb Kishwar Zehra and Shaista Pervez Malik are actively engaged in continuing the process of legislation for persons with disabilities in the parliament,Real
323,MARRIYUM AURANGZEB INAUGURATES THREEDAY ART AND CULTURE FESTIVAL,National Artists Convention is being attended by prominent figures from the arts and entertainment industry Panel discussions took place on different genres of art including film theatre music drama and fine arts,Real
324,DG ISPR DECLARES 2019 YEAR OF PROGRESS,Major General Asif Ghafoor In our national pursuit for a peaceful prosperous & vibrant Pakistan 2019 is year of progress,Real
325,DG ISPR ASIF GHAFOOR PLAYS CRICKET ON A KARACHI STREET,Asif Ghafoor played the most favourite game of Pakistanis that is cricket on a street in Karachi The location of the street has not been revealed though but everybody has praised the act of gallantry,Real
326,DG ISPR THANKS BRITISH AIRWAYS FOR RESUMING FLIGHTS TO PAKISTAN,The dividends of decades long struggle of Pakistani nation and its security forces for restoration of peace and stability in the country says DG ISPR,Real
327,BULLETS CAN NEVER SUPPRESS BRAVE FREEDOM FIGHTERS DG ISPR ON INDIAN ATROCITIES IN KASHMIR,Indian Army must respect ethics of professional soldiering the DG wrote,Real
328,SPEEDY WORK ON FORTS FENCE CONTINUES ALONG PAKAFGHAN BORDER DG ISPR,Work on forts & fence continues on PakAfg Bdr Total length 2611 KM Work on 233 of 843 forts & 802 of 1200 KM pri 1 areas completedAiming speedy completion in pri 1 areasoverall completion by Dec 2019 IAShall benefit peaceful people of Pak & Afg while restricting terrorists,Real
329,INDIA SHOULD PUT ITS OWN HOUSE IN ORDER DG ISPR RESPONDS TO INDIAN COAS,Indian COAS said Pakistan needs to be a secular country to have better ties with India Army spokesman said that India should first turn into a truly secular state He added that Pakistan being an Islamic state protects the rights of its minorities,Real
330,DG ISPR URGES FOREIGN JOURNALISTS TO HIGHLIGHT IMPROVING PEACE IN PAKISTAN,Security situation has largely improved through successful clearance operations Asif Ghafoor said He said that having restored peace Pakistan wishes to see peace beyond borders Matters related to PakAfghan border and situation along Line of Control LOC were also discussed,Real
331,COAS BAJWA TO ATTEND KARTARPUR GROUNDBREAKING CEREMONY TODAY DG ISPR,Preparations for groundbreaking ceremony of Kartarpur Border Corridor have been finalized Prime Minister Imran Khan will lay the foundation stone of the corridor today A highlevel delegation and a group of Indian journalists will also take part in the ceremony,Real
332,DG ISPR FELICITATES PTV ON 54TH ANNIVERSARY,Heartiest felicitations to PTV on its 54th Anniversary,Real
333,PROFESSIONALISM OF POLICE AS FIRST RESPONDERS IS ADMIRABLE SAYS DG ISPR,Pakistan Police Service has evolved through testing times says DG ISPR From preempting the terrorism attempts to foiling these at first checking point is the testimony,Real
334,PEMRA CHAIRMAN DG ISPR MEET TO DISCUS WAYS TO PROJECT POSITIVE IMAGE OF PAKISTAN,A meeting took place between the Pemra chief and DG ISPR to discus measures to facilitate Pakistani media in projecting a positive image and narrative of the country The two dignitaries also deliberated on the possible support that could be provided to the local media in effectively countering antiPakistan narrative,Real
335,ANY MISADVENTURE AT LOC WILL BE RESPONDED BEFITTINGLY DG ISPR,The DG ISPR apprised them about the situation along the Line of Control LoC and Indian Ceasefire Violations He said that Pakistan looks for peace yet any misadventure shall be responded befittingly,Real
336,KASHMIRIS STRUGGLE FOR SELF DETERMINATION CANNOT BE SUPPRESSED DG ISPR ï¿½,Major General Asif Ghafoor Continued atrocities by Indian Occupation forces can never suppress political struggle,Real
337,WE WANT PEACEFUL END TO THE CURRENT SITUATION DG ISPR,InterServices Public Relations ISPR said a review petition had been filed over the court decision The director general said everyones limits were defined by the law and the constitution,Real
338,PAKISTAN ONLY EXTENDING MORAL DIPLOMATIC SUPPORT TO KASHMIRIS DG ISPR,Pakistan is extending only moral political and diplomatic support to IoK people says Major General Asif Ghafoor We are not providing any material support to the people of Indian occupied Kashmir he says,Real
339,GENERAL ELECTIONS WERE THE MOST TRANSPARENT EVER DG ISPR,There has been a record turnout in various parts of the country Voters made their own choice and were not told who to vote for or not he says,Real
340,RANA MASHHOODS STATEMENT IS BASELESS AND REGRETTABLE DG ISPR,Rana Mashhood Such irresponsible expressions are detrimental to stability in the country Mashhood says his statement is baseless and regrettable,Real
341,WHOEVER LAID HIS LIFE FOR PAKISTAN IS ESTIMABLE SAYS DG ISPR,Maj General Asif Ghafoor said it was a routine work for them to visit homes of martyrs He said aim of the operations had been conducting for the last 16 years was to establish peace in the country,Real
342,GREAT NATIONS NEVER FORGET THEIR MARTYRS DG ISPR ON DEFENCE DAY,Its Defence & Martyrs Day today Lets visit homes of our martyrs Lets salute them and their great families Lets thank them for their great sacrifices for our country Great nations never forget their martyrs we are a great nation,Real
